id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,OVD_t1,OVD_t2,OVD_t3,OVD_sum,pay_normal,prod_code,prod_limit,new_balance,highest_balance
58999754,4,1310.0,3,88000.0,2,8,5,100,5,60005,1.0,0,0,0,0,36,10,115500.0,101089.2,92585.0
58994089,7,1240.0,3,79000.0,2,11,8,111,5,71003,1.0,0,0,0,0,12,6,85789.7012195122,0.0,14500.0
54985320,7,1367.0,1,80000.0,2,12,-1,112,5,60000,245.58501580000004,0,0,0,0,36,10,178200.0,0.0,109173.0
58991973,7,1298.0,1,71000.0,2,11,-1,113,4,72000,1.0,0,0,0,0,29,13,85789.7012195122,0.0,44500.0
58995231,7,1374.0,1,400000.0,2,12,-1,104,5,60000,492.6601263,0,0,0,0,1,0,85789.7012195122,738560.4,700500.0
59005841,4,1308.0,1,123000.0,2,8,5,84,3,151300,173.20508080000002,0,0,0,0,2,0,85789.7012195122,0.0,100500.0
59003949,4,1253.0,1,468000.0,2,8,5,81,5,60016,204.9390153,0,0,0,0,3,10,85789.7012195122,0.0,2200.0
54990272,4,1230.0,3,85000.0,2,8,5,86,5,72000,1.0,0,0,0,0,6,6,85789.7012195122,13862.4,21300.0
54986045,7,1284.0,3,132000.0,2,11,5,104,5,60015,1.0,0,0,0,0,7,10,85789.7012195122,3268.8,8987.0
58982511,5,1286.1657435613404,2,160000.0,2,15,-1,85,5,450043,200.0,1,0,0,1,9,6,85789.7012195122,0.0,24210.0
58984128,5,1404.0,1,150000.0,2,15,9,100,5,71002,316.22776600000003,0,0,0,0,4,10,330000.0,23088.0,59181.0
58987276,5,1286.1657435613404,3,50000.0,2,15,9,110,5,450080,194.9358869,0,0,0,0,33,5,85789.7012195122,0.0,320066.0
58999697,4,1290.0,3,140000.0,2,8,9,101,5,60063,1.0,0,0,0,0,1,0,85789.7012195122,0.0,150500.0
58994117,7,1324.0,1,122000.0,2,11,5,86,3,151300,1.0,0,0,0,0,14,5,85789.7012195122,234730.8,247500.0
58990519,7,1256.0,1,102000.0,2,11,-1,110,4,450080,178.8854382,0,0,0,0,1,10,85789.7012195122,83034.0,69695.0
59000502,4,1324.0,1,127000.0,2,8,5,109,4,60077,223.6067977,0,0,0,0,8,10,85789.7012195122,3472.8,4520.0
59000211,4,1313.0,1,135000.0,2,8,5,75,5,60064,1.0,0,0,0,0,33,10,85789.7012195122,0.0,2349.0
58993373,7,1300.0,1,135000.0,2,11,5,87,3,350705,187.08286930000003,0,0,0,0,36,1,85789.7012195122,0.0,289500.0
54985748,7,1318.0,3,264000.0,2,11,5,83,5,72000,1.0,0,0,0,0,15,10,85789.7012195122,-7690.8,143671.0
59000307,4,1337.0,3,410000.0,2,8,5,83,5,60091,1.0,5,0,0,75,31,10,254100.0,110858.4,92882.0
54985261,7,1354.0,1,187000.0,2,11,-1,114,5,340018,207.3644135,4,2,9,2214,17,10,85789.7012195122,0.0,48610.0
58985693,5,1286.1657435613404,3,227000.0,2,15,-1,110,4,450080,183.0300522,0,0,0,0,36,10,85789.7012195122,0.0,13138.0
58990727,7,1469.0,3,103000.0,2,11,5,71,5,60092,1.0,0,0,0,0,18,10,85789.7012195122,0.0,219202.72592781534
58989777,7,1274.0,1,240000.0,2,11,-1,104,5,350100,300.0,0,0,0,0,22,10,85789.7012195122,0.0,67796.0
58996551,7,1308.0,1,442000.0,2,11,9,106,4,151011,1.0,0,0,0,0,0,13,85789.7012195122,0.0,43500.0
54991090,4,1379.0,3,489000.0,2,8,9,99,5,72001,223.6067977,0,0,0,0,9,10,85789.7012195122,0.0,13039.0
58990836,7,1244.0,3,130000.0,2,11,5,98,5,450054,282.8427125,0,0,0,0,36,10,61600.0,10815.6,21728.0
58992134,7,1235.0,1,114000.0,2,11,-1,85,5,450088,1.0,0,0,0,0,21,10,85789.7012195122,0.0,119981.0
58984726,5,1348.0,3,150000.0,2,15,5,110,5,72000,538.5387637,0,0,0,0,36,2,85789.7012195122,1687089.6,2400500.0
58982371,1,1286.1657435613404,2,500000.0,2,5,-1,70,5,350020,1.0,0,0,0,0,2,10,85789.7012195122,-1.2,77219.0
59005413,4,1226.0,3,73000.0,1,8,5,104,5,60058,158.11388300000002,0,0,0,0,1,6,85789.7012195122,0.0,41750.0
54984913,5,1229.0,3,50000.0,2,15,9,110,5,450071,200.0,0,0,0,0,4,12,85789.7012195122,68374.8,75500.0
58993948,7,1241.0,3,63000.0,2,11,5,112,4,60057,1.0,0,0,0,0,13,10,85789.7012195122,33967.2,48756.0
58995303,7,1304.0,1,113000.0,2,11,9,112,4,350078,264.5751311,0,0,0,0,3,10,82500.0,24252.0,50050.0
54990497,4,1286.1657435613404,2,35000.0,2,8,5,101,3,60029,237.301496,12,0,0,12,24,10,103400.0,116726.4,100219.0
54989680,4,1214.0,3,118000.0,2,8,5,110,4,71000,223.6067977,1,0,0,19,0,1,85789.7012195122,243000.0,160500.0
58990826,7,1286.1657435613404,2,118000.0,2,11,9,107,5,72000,187.08286930000003,0,0,0,0,19,1,85789.7012195122,101311.2,160500.0
59004779,4,1277.0,1,113000.0,2,8,-1,100,3,341759,207.17384,0,0,0,0,12,6,85789.7012195122,0.0,66701.0
54991404,4,1278.0,1,201000.0,2,8,5,102,5,72000,1.0,0,0,0,0,35,1,85789.7012195122,208176.0,380500.0
58985495,5,1314.0,3,177000.0,2,15,5,105,5,60059,1.0,0,0,0,0,1,10,41800.0,0.0,219202.72592781534
59005740,4,1266.0,1,191000.0,2,8,5,85,3,72000,1.0,0,0,0,0,13,10,85789.7012195122,-103.2,151213.0
58991343,7,1358.0,3,500000.0,2,11,2,112,5,510000,316.22776600000003,0,0,0,0,22,10,85789.7012195122,0.0,33344.0
58997876,4,1364.0,3,194000.0,2,8,5,110,5,151004,223.6067977,0,0,0,0,15,6,85789.7012195122,0.0,18500.0
54986948,7,1354.0,1,173000.0,2,11,5,65,5,350018,212.1320344,0,0,0,0,1,10,85789.7012195122,0.0,219202.72592781534
58989891,7,1286.1657435613404,2,63000.0,2,11,5,84,5,60019,158.11388300000002,0,0,0,0,10,6,85789.7012195122,0.0,19900.0
58999012,4,1166.0,3,176000.0,2,8,5,87,5,60094,1.0,1,0,0,2,28,10,64900.0,1138.8,57715.0
54984134,5,1230.0,3,35000.0,2,15,5,112,5,60057,1.0,0,0,0,0,10,5,85789.7012195122,544650.0,500500.0
54990614,4,1390.0,1,186000.0,2,8,9,110,3,60014,1.0,0,0,0,0,23,10,85789.7012195122,0.0,57807.0
58987926,5,1286.1657435613404,2,50000.0,2,15,5,108,4,450000,169.0,0,0,0,0,15,10,85789.7012195122,32492.4,27577.0
59003773,4,1320.0,3,164000.0,1,8,5,105,5,151300,187.08286930000003,0,0,0,0,25,10,85789.7012195122,3556.8,26210.0
54989781,4,1415.0,3,93000.0,2,8,5,113,4,151300,273.86127880000004,0,0,0,0,7,1,85789.7012195122,456098.4,406938.0
59001565,4,1302.0,3,143000.0,2,8,5,75,5,60014,1.0,0,0,0,0,9,10,85789.7012195122,0.0,118129.0
54984388,5,1276.0,3,112000.0,2,15,5,85,5,340022,158.11388300000002,1,0,0,1,35,10,33000.0,2518.8,38546.0
54991685,4,1304.0,1,35000.0,2,8,5,105,3,340019,181.6590212,0,0,0,0,9,10,85789.7012195122,8898.0,16151.0
58995904,7,1230.0,1,129000.0,2,11,5,88,3,60043,1.0,0,0,0,0,27,10,85789.7012195122,25003.2,47879.0
58991407,7,1302.0,1,92000.0,2,11,-1,105,4,591003,167.33200530000002,0,0,0,0,18,10,317900.0,1004398.8,875352.0
54991470,4,1338.0,1,150000.0,2,8,5,110,5,60029,316.22776600000003,0,0,0,0,20,1,85789.7012195122,506546.4,689500.0
54986028,7,1290.0,3,116000.0,2,11,5,85,5,151300,223.6067977,0,0,0,0,11,10,85789.7012195122,5370.0,219202.72592781534
59004000,4,1214.0,3,82000.0,1,8,5,100,5,60019,167.33200530000002,0,0,0,0,10,10,85789.7012195122,5191.2,17405.0
54985432,7,1260.0,3,115000.0,2,11,5,85,5,60084,1.0,0,0,0,0,36,10,85789.7012195122,7963.2,53340.0
54984211,5,1312.0,3,134000.0,2,15,5,113,5,60015,1.0,1,0,0,30,34,10,214500.0,5133.6,168354.0
54987040,7,1190.0,3,95000.0,2,11,5,88,3,60019,1.0,0,0,0,0,12,10,123200.0,111025.2,99276.0
58996112,7,1248.0,3,76000.0,2,11,5,95,3,72000,200.0,0,0,0,0,9,10,89100.0,92748.0,82705.0
54988306,7,1286.1657435613404,2,102000.0,2,11,5,101,5,450027,173.20508080000002,0,0,0,0,7,10,88000.0,3859.2,21100.0
58985005,5,1316.0,3,48000.0,2,15,5,114,4,450033,297.5281499,0,0,0,0,11,6,85789.7012195122,0.0,10000.0
58999633,4,1296.0,3,250000.0,2,8,5,105,3,60033,200.0,0,0,0,0,0,10,85789.7012195122,0.0,20229.0
54991470,4,1338.0,1,150000.0,2,8,5,110,5,60029,316.22776600000003,0,0,0,0,7,10,85789.7012195122,114991.2,220656.0
58983266,5,1210.0,3,35000.0,2,15,5,78,5,71000,227.015418,0,0,0,0,4,10,42900.0,46656.0,42564.0
54984789,5,1256.0,3,78000.0,2,15,-1,111,3,60030,1.0,1,0,0,23,28,10,31900.0,0.0,24308.0
58994607,7,1378.0,3,78000.0,1,11,5,100,3,60017,173.20508080000002,0,0,0,0,11,6,85789.7012195122,0.0,34000.0
54987807,7,1228.0,3,64000.0,2,11,5,76,3,60005,212.1320344,0,0,0,0,9,6,85789.7012195122,0.0,15630.0
54988107,7,1361.0,3,274000.0,2,11,5,100,3,151300,314.9666649,0,0,0,0,7,10,85789.7012195122,0.0,15178.0
58990663,7,1314.0,3,150000.0,2,11,10,113,4,60023,187.08286930000003,0,0,0,0,19,10,110000.0,-448.8,75288.0
58994035,7,1302.0,1,110000.0,2,11,5,108,4,151002,1.0,0,0,0,0,10,13,85789.7012195122,2581.2,42500.0
54992094,4,1296.0,1,127000.0,2,8,5,107,3,60019,1.0,1,0,0,19,35,10,33000.0,13930.8,30652.0
58995080,7,1235.0,1,75000.0,2,11,5,91,5,350092,200.0,0,0,0,0,1,6,85789.7012195122,0.0,20638.0
58987426,5,1277.0,1,142000.0,2,15,-1,111,4,450002,197.4841766,0,0,0,0,0,6,85789.7012195122,0.0,88401.0
58984516,5,1372.0,3,82000.0,2,15,5,115,5,151300,1.0,0,0,0,0,1,19,85789.7012195122,0.0,104750.0
58989270,7,1362.0,1,150000.0,2,11,-1,90,5,350020,316.22776600000003,0,0,0,0,16,1,85789.7012195122,0.0,827110.0
59004991,4,1232.0,1,68000.0,2,8,5,75,4,72001,1.0,0,0,0,0,9,6,85789.7012195122,2712.0,23300.0
59003779,4,1228.0,3,62000.0,2,8,5,110,5,60069,1.0,1,2,0,143,26,10,85789.7012195122,0.0,17437.0
58998637,4,1288.0,3,113000.0,2,8,5,110,4,151300,1.0,0,0,0,0,21,10,85789.7012195122,-1.2,219202.72592781534
54989353,4,1260.0,3,143000.0,2,8,9,110,4,60016,202.4845673,0,0,0,0,22,10,85789.7012195122,11822.4,31368.0
58991302,7,1290.0,1,108000.0,1,11,5,95,5,60064,1.0,0,0,0,0,10,5,85789.7012195122,0.0,75500.0
54984211,5,1312.0,3,134000.0,2,15,5,113,5,60015,1.0,0,0,0,0,21,10,85789.7012195122,0.0,91272.0
54985355,7,1342.0,3,183000.0,2,11,5,78,5,151300,246.6049472,0,0,0,0,4,12,85789.7012195122,0.0,219202.72592781534
59004716,4,1268.0,1,104000.0,2,8,9,95,5,60027,1.0,0,0,0,0,7,10,44000.0,0.0,3869.0
58991343,7,1358.0,3,500000.0,2,11,2,112,5,510000,316.22776600000003,1,0,0,16,32,5,85789.7012195122,0.0,194500.0
54989251,4,1264.0,3,100000.0,2,8,5,64,5,60047,1.0,0,0,0,0,36,10,85789.7012195122,24031.2,264206.0
58997200,7,1376.0,1,150000.0,2,11,-1,110,4,60000,219.2487172,0,0,0,0,2,0,85789.7012195122,636720.0,531100.0
58994607,7,1378.0,3,78000.0,1,11,5,100,3,60017,173.20508080000002,0,0,0,0,11,2,85789.7012195122,2402809.2,2078500.0
58994057,7,1314.0,1,127000.0,2,11,-1,109,3,340012,500.0,0,0,0,0,2,5,85789.7012195122,583700.4,500500.0
58998578,4,1192.0,3,50000.0,2,8,5,106,5,60090,1.0,0,0,0,0,20,10,85789.7012195122,45577.2,219202.72592781534
54985820,7,1286.1657435613404,3,100000.0,2,11,-1,110,5,450002,167.33200530000002,0,0,0,0,2,6,85789.7012195122,35640.0,33500.0
58995080,7,1235.0,1,75000.0,2,11,5,91,5,350092,200.0,0,0,0,0,1,0,85789.7012195122,33110.4,34990.0
59005740,4,1266.0,1,191000.0,2,8,5,85,3,72000,1.0,0,0,0,0,21,10,132000.0,20899.2,62454.0
54983229,5,1310.0,3,270000.0,2,15,5,115,4,60019,299.9533297,0,0,0,0,2,6,85789.7012195122,0.0,14600.0
54986232,7,1272.0,3,138000.0,2,11,5,71,3,60023,1.0,3,0,0,32,32,10,88000.0,4795.2,91993.0
58992588,7,1288.0,3,144000.0,2,11,5,114,4,72000,221.3594362,0,0,0,0,7,10,39600.0,-1.2,8637.0
59003268,4,1282.0,3,95000.0,1,8,5,93,5,60047,173.20508080000002,0,0,0,0,3,10,64900.0,32218.8,59369.0
59000077,4,1306.0,3,128000.0,2,8,5,114,4,72000,291.1889421,0,0,0,0,1,22,85789.7012195122,0.0,219256.0
58993548,7,1230.0,3,114000.0,2,11,5,112,4,72000,254.9509757,0,0,0,0,10,10,85789.7012195122,57444.0,52318.0
58998578,4,1192.0,3,50000.0,2,8,5,106,5,60090,1.0,0,0,0,0,8,10,85789.7012195122,61868.4,219202.72592781534
58998661,4,1211.0,3,71000.0,2,8,5,101,5,60073,264.5751311,0,0,0,0,24,10,60500.0,39154.8,33129.0
58992687,7,1286.1657435613404,3,72000.0,2,11,-1,107,4,450048,141.4213562,0,0,0,0,30,10,138600.0,92751.6,94917.0
54988422,7,1289.0,1,144000.0,2,11,5,100,3,71000,200.0,2,2,3,496,0,10,85789.7012195122,0.0,24212.0
54985358,7,1286.1657435613404,2,97000.0,2,11,5,76,5,72000,179.0809873,0,0,0,0,20,1,85789.7012195122,0.0,274500.0
58996127,7,1266.0,1,165000.0,2,11,5,111,3,60084,1.0,1,0,0,1,28,10,132000.0,86590.8,273542.0
58993081,7,1216.0,3,35000.0,2,11,9,113,4,60038,1.0,0,0,0,0,5,2,85789.7012195122,2382367.2,2000500.0
58991841,7,1286.0,3,260000.0,2,11,5,109,3,151300,1.0,0,0,0,0,1,10,137500.0,0.0,219202.72592781534
54985745,7,1224.0,3,312000.0,2,11,9,99,5,60084,1.0,0,0,0,0,1,10,64350.0,-630.0,33648.0
58991324,7,1246.0,3,58000.0,2,11,5,101,5,60058,200.0,0,0,0,0,2,6,85789.7012195122,20580.0,25000.0
59000336,4,1286.1657435613404,2,446000.0,2,8,-1,90,5,60014,1.0,0,0,0,0,36,5,85789.7012195122,0.0,75500.0
58989781,7,1241.0,1,70000.0,2,11,-1,106,4,450032,200.0,0,0,0,0,36,10,85789.7012195122,9284.4,16123.0
59002836,7,1264.0,3,120000.0,2,11,9,86,5,151300,1.0,0,0,0,0,36,10,85789.7012195122,6540.0,50744.0
58991921,7,1301.0,1,75000.0,2,11,7,112,4,72000,1.0,0,0,0,0,36,10,85789.7012195122,11618.4,214900.0
58989056,7,1290.0,3,113000.0,2,11,5,109,5,60091,204.9390153,0,0,0,0,8,1,85789.7012195122,287280.0,230500.0
58992849,7,1380.0,3,271000.0,2,11,9,81,5,60027,300.1299718,4,0,6,1255,3,10,85789.7012195122,-2398.8,21732.0
58984589,5,1232.0,3,89000.0,2,15,9,112,4,72000,200.0,0,0,0,0,11,10,85789.7012195122,0.0,9272.0
54987651,7,1250.0,3,102000.0,2,11,5,100,3,60050,1.0,0,0,0,0,2,7,85789.7012195122,0.0,62500.0
54985730,7,1319.0,3,149000.0,2,11,9,112,5,350096,243.9569634,0,0,0,0,6,6,85789.7012195122,18237.6,25499.0
58982583,5,1278.0,3,143000.0,2,15,5,111,5,60017,1.0,2,0,0,7,12,10,85789.7012195122,-2.4,36566.0
54991473,4,1286.1657435613404,2,120000.0,2,8,5,105,3,60050,173.20508080000002,0,0,0,0,5,6,85789.7012195122,9750.0,20000.0
54983229,5,1310.0,3,270000.0,2,15,5,115,4,60019,299.9533297,0,0,0,0,1,10,85789.7012195122,0.0,74310.0
54984913,5,1229.0,3,50000.0,2,15,9,110,5,450071,200.0,0,0,0,0,6,10,85789.7012195122,0.0,5929.0
59002746,4,1240.0,3,90000.0,2,8,5,100,3,60019,173.20508080000002,0,0,0,0,12,10,110000.0,20744.4,22527.0
58983482,5,1367.0,3,127000.0,2,15,5,101,5,60054,223.6067977,0,0,0,0,28,10,85789.7012195122,103329.6,143041.0
54987336,7,1308.0,3,194000.0,2,11,5,105,4,60051,223.6067977,0,0,0,0,14,13,85789.7012195122,0.0,25500.0
59000958,4,1262.0,1,360000.0,2,8,-1,113,4,151300,200.0,0,0,0,0,21,10,85789.7012195122,6721.2,7343.0
58984428,5,1304.0,3,140000.0,2,15,5,80,3,151300,187.08286930000003,0,0,0,0,19,10,94600.0,0.0,14373.0
59000498,4,1352.0,1,128000.0,2,8,5,72,3,60058,1.0,0,0,0,0,36,10,85789.7012195122,906.0,16758.0
58989327,7,1223.0,3,81000.0,2,11,5,114,4,151300,194.9358869,0,0,0,0,10,10,20680.0,1962.0,12852.0
59000066,4,1286.1657435613404,2,259000.0,1,8,5,110,4,72000,200.0,0,0,0,0,4,5,85789.7012195122,0.0,100500.0
58990934,7,1262.0,3,151000.0,2,11,5,114,4,510102,251.968252,0,0,0,0,6,5,85789.7012195122,1020.0,2500.0
59003959,4,1286.1657435613404,2,57000.0,2,8,5,107,5,151300,194.9358869,0,0,0,0,1,10,85789.7012195122,0.0,219202.72592781534
59006239,7,1322.0,3,68000.0,2,11,5,86,3,72015,1.0,0,0,0,0,12,10,85789.7012195122,2492.4,15440.0
54986851,7,1286.1657435613404,2,89000.0,2,11,9,80,5,72001,243.1666095,0,0,0,0,8,10,44000.0,40836.0,43736.0
58987276,5,1286.1657435613404,3,50000.0,2,15,9,110,5,450080,194.9358869,0,0,0,0,35,10,82500.0,18000.0,73794.0
58985542,5,1272.0,3,108000.0,2,15,5,113,4,450015,200.0,0,0,0,0,10,10,70400.0,8574.0,42915.0
54989788,4,1277.0,1,162000.0,2,8,5,85,5,151304,212.1320344,1,0,0,30,34,10,11000.0,6069.6,14010.0
58989819,7,1300.0,3,500000.0,2,11,5,112,4,72000,1.0,0,0,0,0,0,10,66000.0,-528.0,356477.0
54985820,7,1286.1657435613404,3,100000.0,2,11,-1,110,5,450002,167.33200530000002,0,0,0,0,6,7,85789.7012195122,0.0,27500.0
58989132,7,1319.0,3,88000.0,2,11,5,114,4,151300,228.4513077,0,0,0,0,3,5,85789.7012195122,351596.4,300500.0
54985832,7,1308.0,3,500000.0,2,11,9,85,5,60001,387.2983346,0,0,0,0,35,10,66000.0,-73.2,56049.0
58999582,4,1214.0,3,63000.0,2,8,-1,85,3,330014,1.0,0,0,0,0,17,10,49500.0,13311.6,24588.0
58998919,4,1253.0,3,84000.0,2,8,5,107,4,72001,173.20508080000002,0,0,0,0,11,10,55000.0,63217.2,53532.0
54985261,7,1354.0,1,187000.0,2,11,-1,114,5,340018,207.3644135,0,0,0,0,36,10,85789.7012195122,0.0,28024.0
58983482,5,1367.0,3,127000.0,2,15,5,101,5,60054,223.6067977,1,0,0,30,32,10,17600.0,-1.2,31737.0
58991921,7,1301.0,1,75000.0,2,11,7,112,4,72000,1.0,0,0,0,0,36,10,85789.7012195122,0.0,96500.0
58984900,5,1192.0,3,53000.0,2,15,5,114,4,72000,187.08286930000003,0,0,0,0,24,10,16500.0,0.0,219202.72592781534
58995151,7,1286.1657435613404,2,126000.0,2,11,9,115,4,450028,224.2676972,0,0,0,0,1,5,85789.7012195122,588720.0,491100.0
58992482,7,1286.1657435613404,2,51000.0,2,11,5,110,4,550013,182.7977024,0,0,0,0,2,6,85789.7012195122,34560.0,32500.0
58993710,7,1304.0,1,130000.0,2,11,5,111,4,450046,223.6067977,0,0,0,0,25,10,110000.0,64870.8,114279.0
54991685,4,1304.0,1,35000.0,2,8,5,105,3,340019,181.6590212,0,0,0,0,15,6,85789.7012195122,0.0,58400.0
54992357,4,1258.0,3,81000.0,2,8,8,107,4,72001,1.0,0,0,0,0,3,10,85789.7012195122,0.0,15046.0
54983792,5,1212.0,3,125000.0,2,15,10,113,4,550005,187.08286930000003,0,0,0,0,31,10,85789.7012195122,0.0,63249.0
54986472,7,1250.0,3,82000.0,2,11,5,105,5,72000,1.0,0,0,0,0,3,10,85789.7012195122,3735.6,14319.0
54985355,7,1342.0,3,183000.0,2,11,5,78,5,151300,246.6049472,0,0,0,0,6,6,85789.7012195122,24439.2,31050.0
58996401,7,1314.0,1,483000.0,2,11,9,101,3,151300,282.8427125,0,0,0,0,34,10,11000.0,0.0,10500.0
58990862,7,1298.0,1,110000.0,2,11,-1,101,5,72001,1.0,0,0,0,0,23,13,85789.7012195122,14334.0,48500.0
54985862,7,1292.0,3,163000.0,2,11,5,109,5,60016,187.08286930000003,0,0,0,0,17,10,85789.7012195122,637.2,21786.0
54986948,7,1354.0,1,173000.0,2,11,5,65,5,350018,212.1320344,0,0,0,0,23,10,55000.0,119241.6,220084.0
